CONSECUTIVO,LETRA,CATALOG_KEY,NOMBRE,DIA_CRONICOS,DIA_CAINFANTIL,LSEX,LINF,LSUP,CLAVE_PROGRAMA_SIS,CLAVE_CAPITULO ,CAPITULO ,ES_SUIVE_MORB ,EPI_CLAVE ,EPI_CLAVE_DESC 2024,TIPO_PERSONAL_1VEZ_CE,TIPO_PERSONAL_SUBSEC_CE,VALIDO_SM,VALIDO_SB,VALIDO_PF
4533,M,M015,ARTRITIS EN OTRAS ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE,NO,NO,NO,NO,NO,1,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4534,M,M016,ARTRITIS EN MICOSIS,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4535,M,M018,ARTRITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4536,M,M020,ARTROPATÍA CONSECUTIVA A DERIVACIÓN INTESTINAL,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4537,M,M021,ARTROPATÍA POSTDISENTÉRICA,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4538,M,M022,ARTROPATÍA POSTINMUNIZACIÓN,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4539,M,M023,ENFERMEDAD DE REITER,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4540,M,M028,OTRAS ARTROPATÍAS REACTIVAS,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4541,M,M029,"ARTROPATÍA REACTIVA, NO ESPECIFICADA",NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4542,M,M030,ARTRITIS POSTMENINGOCÓCICA,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4543,M,M031,ARTROPATÍA POSTINFECCIOSA EN SÍFILIS,NO,NO,NO,NO,NO,1,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4544,M,M032,OTRAS ARTROPATÍAS POSTINFECCIOSAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4545,M,M036,ARTROPATÍA REACTIVA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4546,M,M050,SÍNDROME DE FELTY,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4547,M,M051,ENFERMEDAD REUMATOIDE DEL PULMÓN,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4548,M,M052,VASCULITIS REUMATOIDE,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4549,M,M053,ARTRITIS REUMATOIDE CON COMPROMISO DE OTROS ÓRGANOS O SISTEMAS,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4550,M,M058,OTRAS ARTRITIS REUMATOIDEAS SEROPOSITIVAS,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4551,M,M059,"ARTRITIS REUMATOIDEA SEROPOSITIVA, SIN OTRA ESPECIFICACIÓN",NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4552,M,M060,ARTRITIS REUMATOIDE SERONEGATIVA,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4553,M,M061,ENFERMEDAD DE STILL DE COMIENZO EN EL ADULTO,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4554,M,M062,BURSITIS REUMATOIDE,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4555,M,M063,NÓDULO REUMATOIDE,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4556,M,M064,POLIARTROPATÍA INFLAMATORIA,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4557,M,M068,OTRAS ARTRITIS REUMATOIDES ESPECIFICADAS,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4558,M,M069,"ARTRITIS REUMATOIDE, NO ESPECIFICADA",NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29,25,27",NO,NO,NO
4559,M,M070,ARTROPATÍA PSORIÁSICA INTERFALÁNGICA DISTAL,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4560,M,M071,ARTRITIS MUTILANTE,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4561,M,M072,ESPONDILITIS PSORIÁSICA,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4562,M,M073,OTRAS ARTROPATÍAS PSORIÁSICAS,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4563,M,M074,ARTROPATÍA EN LA ENFERMEDAD DE CROHN [ENTERITIS REGIONAL],NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4564,M,M075,ARTROPATÍA EN LA COLITIS ULCERATIVA,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4565,M,M076,OTRAS ARTROPATÍAS ENTEROPÁTICAS,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4566,M,M080,ARTRITIS REUMATOIDE JUVENIL,NO,NO,NO,001A,017A,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4567,M,M081,ESPONDILITIS ANQUILOSANTE JUVENIL,NO,NO,NO,001A,017A,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4568,M,M082,ARTRITIS JUVENIL DE COMIENZO GENERALIZADO,NO,NO,NO,001A,017A,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4569,M,M083,POLIARTRITIS JUVENIL (SERONEGATIVA),NO,NO,NO,001A,017A,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4570,M,M084,ARTRITIS JUVENIL PAUCIARTICULAR,NO,NO,NO,001A,017A,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4571,M,M088,OTRAS ARTRITIS JUVENILES,NO,NO,NO,001A,017A,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4572,M,M089,"ARTRITIS JUVENIL, NO ESPECIFICADA",NO,NO,NO,001A,017A,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4573,M,M090,ARTRITIS JUVENIL EN LA PSORIASIS,NO,NO,NO,010A,017A,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4574,M,M091,ARTRITIS JUVENIL EN LA ENFERMEDAD DE CROHN [ENTERITIS REGIONAL],NO,NO,NO,010A,017A,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4575,M,M092,ARTRITIS JUVENIL EN LA COLITIS ULCERATIVA,NO,NO,NO,010A,017A,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4576,M,M098,ARTRITIS JUVENIL EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,NO,NO,NO,010A,017A,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4577,M,M100,GOTA IDIOPÁTICA,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4578,M,M101,GOTA SATURNINA,NO,NO,NO,012A,085A,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4579,M,M102,GOTA INDUCIDA POR DROGAS,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4580,M,M103,GOTA DEBIDA A ALTERACIÓN DE LA FUNCIÓN RENAL,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4581,M,M104,OTRAS GOTAS SECUNDARIAS,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4582,M,M109,"GOTA, NO ESPECIFICADA",NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29,20,5,6",NO,NO,NO
4583,M,M110,ENFERMEDAD POR DEPÓSITO DE HIDROXIAPATITA,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4584,M,M111,CONDROCALCINOSIS FAMILIAR,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4585,M,M112,OTRAS CONDROCALCINOSIS,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4586,M,M118,"OTRAS ARTROPATÍAS POR CRISTALES, ESPECIFICADAS",NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4587,M,M119,"ARTROPATÍA POR CRISTALES, NO ESPECIFICADA",NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4588,M,M120,ARTROPATÍA POSTRAUMÁTICA CRÓNICA [DE JACCOUD],NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4589,M,M121,ENFERMEDAD DE KASCHIN-BECK,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4590,M,M122,SINOVITIS VELLONODULAR (PIGMENTADA),NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4591,M,M123,REUMATISMO PALINDRÓMICO,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4592,M,M124,HIDRARTROSIS INTERMITENTE,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4593,M,M125,ARTROPATÍA TRAUMÁTICA,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4594,M,M128,"OTRAS ARTROPATÍAS ESPECÍFICAS, NO CLASIFICADAS EN OTRA PARTE",NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4595,M,M130,"POLIARTRITIS, NO ESPECIFICADA",NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29,20,5,6",NO,NO,NO
4596,M,M131,"MONOARTRITIS, NO CLASIFICADA EN OTRA PARTE",NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4597,M,M138,OTRAS ARTRITIS ESPECIFICADAS,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4598,M,M139,"ARTRITIS, NO ESPECIFICADA",NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29,25,27",NO,NO,NO
4599,M,M140,"ARTROPATÍA GOTOSA DEBIDA A DEFECTOS ENZIMÁTICOS Y A OTROS TRASTORNOS HEREDITARIOS, CLASIFICADOS EN OTRA PARTE",NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4600,M,M141,ARTROPATÍA POR CRISTALES EN OTROS TRASTORNOS METABÓLICOS,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4601,M,M142,ARTROPATÍA DIABÉTICA,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4602,M,M143,DERMATOARTRITIS LIPOIDE,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4603,M,M144,ARTROPATÍA EN LA AMILOIDOSIS,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4604,M,M145,"ARTROPATÍA EN OTROS TRASTORNOS ENDOCRINOS, METABÓLICOS Y NUTRICIONALES",NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4605,M,M146,ARTROPATÍA NEUROPÁTICA,NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4606,M,M148,"ARTROPATÍA EN OTRAS ENFERMEDADES ESPECIFICADAS, CLASIFICADAS EN OTRA PARTE",NO,NO,NO,NO,NO,3,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4607,M,M150,(OSTEO)ARTROSIS PRIMARIA GENERALIZADA,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4608,M,M151,NÓDULOS DE HEBERDEN (CON ARTROPATÍA),NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4609,M,M152,NÓDULOS DE BOUCHARD (CON ARTROPATÍA),NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4610,M,M153,ARTROSIS SECUNDARIA MÚLTIPLE,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4611,M,M154,(OSTEO)ARTROSIS EROSIVA,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4612,M,M158,OTRAS POLIARTROSIS,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4613,M,M159,"POLIARTROSIS, NO ESPECIFICADA",NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29,25,27",NO,NO,NO
4614,M,M160,"COXARTROSIS PRIMARIA, BILATERAL",NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4615,M,M161,OTRAS COXARTROSIS PRIMARIAS,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4616,M,M162,"COXARTROSIS A CONSECUENCIA DE DISPLASIA, BILATERAL",NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4617,M,M163,OTRAS COXARTROSIS DISPLÁSICAS,NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
4618,M,M164,"COXARTROSIS POSTRAUMÁTICA, BILATERAL",NO,NO,NO,NO,NO,2,XIII,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
